Phylum,Class,Genus,number of occurrences
Chordata,Actinopteri,Acanthurus,2
Chordata,Actinopteri,Acentrogobius,9
Chordata,Actinopteri,Acheilognathus,4
Chordata,Actinopteri,Achirus,4
Chordata,Actinopteri,Achondrostoma,12
Chordata,Actinopteri,Acipenser,853
Chordata,Actinopteri,Acreichthys,1
Chordata,Actinopteri,Acropoma,4
Chordata,Actinopteri,Acrossocheilus,35
Chordata,Actinopteri,Aequidens,2
Chordata,Actinopteri,Aetapcus,1
Chordata,Actinopteri,Ageneiosus,2
Chordata,Actinopteri,Ailia,1
Chordata,Actinopteri,Albula,236
Chordata,Actinopteri,Alburnoides,123
Chordata,Actinopteri,Alburnus,60
Chordata,Actinopteri,Alectis,5
Chordata,Actinopteri,Alestes,1
Chordata,Actinopteri,Alestopetersius,4
Chordata,Actinopteri,Alloclinus,1
Chordata,Actinopteri,Alosa,646
Chordata,Actinopteri,Alticus,1
Chordata,Actinopteri,Aluterus,2
Chordata,Actinopteri,Amanses,2
Chordata,Actinopteri,Amatitlania,1
Chordata,Actinopteri,Amazonsprattus,2
Chordata,Actinopteri,Ambassis,1
Chordata,Actinopteri,Ambloplites,5
Chordata,Actinopteri,Amblycirrhitus,1
Chordata,Actinopteri,Amblyotrypauchen,1
Chordata,Actinopteri,Ameiurus,231
Chordata,Actinopteri,Amia,21
Chordata,Actinopteri,Ammodytes,6
Chordata,Actinopteri,Amphilius,1
Chordata,Actinopteri,Amphiprion,274
Chordata,Actinopteri,Anabarilius,233
Chordata,Actinopteri,Anabas,221
Chordata,Actinopteri,Anablepsoides,10
Chordata,Actinopteri,Anadoras,1
Chordata,Actinopteri,Anaecypris,5
Chordata,Actinopteri,Anarhichas,1
Chordata,Actinopteri,Anarrhichthys,236
Chordata,Actinopteri,Anchoviella,3
Chordata,Actinopteri,Ancistrus,3
Chordata,Actinopteri,Ancylopsetta,1
Chordata,Actinopteri,Andinoacara,1
Chordata,Actinopteri,Anguilla,329
Chordata,Actinopteri,Anomalops,2
Chordata,Actinopteri,Anoplarchus,1
Chordata,Actinopteri,Anoplopoma,91
Chordata,Actinopteri,Antennarius,6
Chordata,Actinopteri,Antigonia,1
Chordata,Actinopteri,Apareiodon,4
Chordata,Actinopteri,Aphanius,34
Chordata,Actinopteri,Aphanopus,1
Chordata,Actinopteri,Aphredoderus,2
Chordata,Actinopteri,Aphyosemion,7
Chordata,Actinopteri,Apionichthys,1
Chordata,Actinopteri,Apistogramma,2
Chordata,Actinopteri,Apistus,5
Chordata,Actinopteri,Aplocheilus,51
Chordata,Actinopteri,Apogon,7
Chordata,Actinopteri,Apogonichthyoides,2
Chordata,Actinopteri,Apteronotus,6
Chordata,Actinopteri,Arapaima,26
Chordata,Actinopteri,Archiaphyosemion,3
Chordata,Actinopteri,Archocentrus,224
Chordata,Actinopteri,Archosargus,8
Chordata,Actinopteri,Arctogadus,1
Chordata,Actinopteri,Arenigobius,1
Chordata,Actinopteri,Argyropelecus,3
Chordata,Actinopteri,Argyrosomus,29
Chordata,Actinopteri,Ariopsis,2
Chordata,Actinopteri,Arius,1
Chordata,Actinopteri,Arnoglossus,1
Chordata,Actinopteri,Arothron,1
Chordata,Actinopteri,Artedidraco,1
Chordata,Actinopteri,Aseraggodes,2
Chordata,Actinopteri,Aspistor,1
Chordata,Actinopteri,Astatoreochromis,1
Chordata,Actinopteri,Astatotilapia,203
Chordata,Actinopteri,Asterorhombus,3
Chordata,Actinopteri,Astrabe,2
Chordata,Actinopteri,Astroblepus,6
Chordata,Actinopteri,Astronotus,7
Chordata,Actinopteri,Astyanax,232
Chordata,Actinopteri,Atherina,11
Chordata,Actinopteri,Atherinella,6
Chordata,Actinopteri,Atherinomorus,6
Chordata,Actinopteri,Atherinopsis,1
Chordata,Actinopteri,Atractoscion,1
Chordata,Actinopteri,Atractosteus,28
Chordata,Actinopteri,Atypichthys,3
Chordata,Actinopteri,Auchenipterichthys,1
Chordata,Actinopteri,Auchenoglanis,1
Chordata,Actinopteri,Aulichthys,1
Chordata,Actinopteri,Aulonocara,1
Chordata,Actinopteri,Aulorhynchus,1
Chordata,Actinopteri,Aulostomus,1
Chordata,Actinopteri,Auriglobus,1
Chordata,Actinopteri,Austrofundulus,232
Chordata,Actinopteri,Austrolebias,53
Chordata,Actinopteri,Auxis,2
Chordata,Actinopteri,Awaous,1
Chordata,Actinopteri,Babka,1
Chordata,Actinopteri,Badis,1
Chordata,Actinopteri,Bagarius,233
Chordata,Actinopteri,Banjos,8
Chordata,Actinopteri,Barbodes,9
Chordata,Actinopteri,Barbonymus,13
Chordata,Actinopteri,Barbourisia,1
Chordata,Actinopteri,Barbulifer,1
Chordata,Actinopteri,Barbus,13
Chordata,Actinopteri,Barilius,2
Chordata,Actinopteri,Basilichthys,26
Chordata,Actinopteri,Bassozetus,1
Chordata,Actinopteri,Bathybates,3
Chordata,Actinopteri,Bathygobius,2
Chordata,Actinopteri,Batrachocottus,1
Chordata,Actinopteri,Bedotia,8
Chordata,Actinopteri,Benthodesmus,1
Chordata,Actinopteri,Benthosema,16
Chordata,Actinopteri,Bergiaria,99
Chordata,Actinopteri,Beryx,16
Chordata,Actinopteri,Betta,237
Chordata,Actinopteri,Biotoecus,2
Chordata,Actinopteri,Boleophthalmus,239
Chordata,Actinopteri,Bolinichthys,4
Chordata,Actinopteri,Bonapartia,1
Chordata,Actinopteri,Boops,1
Chordata,Actinopteri,Boreogadus,9
Chordata,Actinopteri,Borostomias,1
Chordata,Actinopteri,Bostockia,1
Chordata,Actinopteri,Bostrychus,14
Chordata,Actinopteri,Bothus,4
Chordata,Actinopteri,Botia,11
Chordata,Actinopteri,Boulengerochromis,2
Chordata,Actinopteri,Bovichtus,28
Chordata,Actinopteri,Brachirus,4
Chordata,Actinopteri,Brachygobius,1
Chordata,Actinopteri,Brachyhypopomus,2
Chordata,Actinopteri,Brachymystax,165
Chordata,Actinopteri,Branchiostegus,4
Chordata,Actinopteri,Brevimyrus,1
Chordata,Actinopteri,Brevoortia,2
Chordata,Actinopteri,Brosmophycis,1
Chordata,Actinopteri,Brycinus,27
Chordata,Actinopteri,Brycon,2
Chordata,Actinopteri,Bryconaethiops,10
Chordata,Actinopteri,Bryconamericus,3
Chordata,Actinopteri,Bryconops,1
Chordata,Actinopteri,Bujurquina,1
Chordata,Actinopteri,Cabdio,1
Chordata,Actinopteri,Cairnsichthys,4
Chordata,Actinopteri,Calamus,2
Chordata,Actinopteri,Callionymus,17
Chordata,Actinopteri,Callopanchax,3
Chordata,Actinopteri,Calotomus,1
Chordata,Actinopteri,Cambeva,6
Chordata,Actinopteri,Campylomormyrus,2
Chordata,Actinopteri,Cantherhines,1
Chordata,Actinopteri,Canthigaster,1
Chordata,Actinopteri,Capros,1
Chordata,Actinopteri,Carangoides,3
Chordata,Actinopteri,Caranx,245
Chordata,Actinopteri,Carapus,1
Chordata,Actinopteri,Carassius,616
Chordata,Actinopteri,Careproctus,17
Chordata,Actinopteri,Carnegiella,1
Chordata,Actinopteri,Cathorops,5
Chordata,Actinopteri,Catoprion,2
Chordata,Actinopteri,Catostomus,5
Chordata,Actinopteri,Caulophryne,1
Chordata,Actinopteri,Centroberyx,6
Chordata,Actinopteri,Centrobranchus,8
Chordata,Actinopteri,Centrolophus,1
Chordata,Actinopteri,Centromochlus,1
Chordata,Actinopteri,Centropomus,9
Chordata,Actinopteri,Centropristis,2
Chordata,Actinopteri,Cephalopholis,2
Chordata,Actinopteri,Ceratias,5
Chordata,Actinopteri,Ceratoscopelus,8
Chordata,Actinopteri,Cestraeus,1
Chordata,Actinopteri,Cetomimus,1
Chordata,Actinopteri,Cetonurus,1
Chordata,Actinopteri,Chaenocephalus,3
Chordata,Actinopteri,Chaenogobius,3
Chordata,Actinopteri,Chaenopsis,1
Chordata,Actinopteri,Chaetobranchopsis,2
Chordata,Actinopteri,Chaetodermis,1
Chordata,Actinopteri,Chaetodon,10
Chordata,Actinopteri,Chaetodontoplus,1
Chordata,Actinopteri,Chaetostoma,5
Chordata,Actinopteri,Chagunius,1
Chordata,Actinopteri,Champsocephalus,1
Chordata,Actinopteri,Channa,699
Chordata,Actinopteri,Chanodichthys,56
Chordata,Actinopteri,Chanos,235
Chordata,Actinopteri,Chapalichthys,45
Chordata,Actinopteri,Chascanopsetta,1
Chordata,Actinopteri,Chasmistes,4
Chordata,Actinopteri,Chauliodus,8
Chordata,Actinopteri,Cheilinus,224
Chordata,Actinopteri,Cheilodactylus,2
Chordata,Actinopteri,Cheirodon,1
Chordata,Actinopteri,Chelidonichthys,2
Chordata,Actinopteri,Chelmon,224
Chordata,Actinopteri,Chelon,146
Chordata,Actinopteri,Chelonodontops,3
Chordata,Actinopteri,Chilatherina,3
Chordata,Actinopteri,Chilomycterus,1
Chordata,Actinopteri,Chionodraco,28
Chordata,Actinopteri,Chirostoma,25
Chordata,Actinopteri,Chitala,3
Chordata,Actinopteri,Chlamydogobius,2
Chordata,Actinopteri,Chlorophthalmus,2
Chordata,Actinopteri,Chloroscombrus,1
Chordata,Actinopteri,Choeroichthys,1
Chordata,Actinopteri,Chondrostoma,18
Chordata,Actinopteri,Chorisochismus,1
Chordata,Actinopteri,Chromidotilapia,10
Chordata,Actinopteri,Chromis,22
Chordata,Actinopteri,Chromobotia,1
Chordata,Actinopteri,Chrosomus,1
Chordata,Actinopteri,Chrysichthys,1
Chordata,Actinopteri,Chrysiptera,149
Chordata,Actinopteri,Chrysoblephus,2
Chordata,Actinopteri,Chrysochir,1
Chordata,Actinopteri,Cichla,2
Chordata,Actinopteri,Cichlasoma,114
Chordata,Actinopteri,Cilus,37
Chordata,Actinopteri,Cinetodus,1
Chordata,Actinopteri,Cirrhinus,117
Chordata,Actinopteri,Citharoides,1
Chordata,Actinopteri,Citharus,2
Chordata,Actinopteri,Clarias,546
Chordata,Actinopteri,Clariger,2
Chordata,Actinopteri,Cleisthenes,1
Chordata,Actinopteri,Cleithracara,1
Chordata,Actinopteri,Clevelandia,1
Chordata,Actinopteri,Clidoderma,1
Chordata,Actinopteri,Clinocottus,1
Chordata,Actinopteri,Clupea,268
Chordata,Actinopteri,Clupeichthys,2
Chordata,Actinopteri,Clupeoides,1
Chordata,Actinopteri,Clupisoma,3
Chordata,Actinopteri,Clypeobarbus,1
Chordata,Actinopteri,Cobitis,18
Chordata,Actinopteri,Cociella,1
Chordata,Actinopteri,Coilia,7
Chordata,Actinopteri,Colistium,1
Chordata,Actinopteri,Collichthys,235
Chordata,Actinopteri,Cololabis,1
Chordata,Actinopteri,Colomesus,1
Chordata,Actinopteri,Colossoma,232
Chordata,Actinopteri,Conger,1
Chordata,Actinopteri,Congiopodus,1
Chordata,Actinopteri,Congochromis,1
Chordata,Actinopteri,Congriscus,2
Chordata,Actinopteri,Copionodon,2
Chordata,Actinopteri,Coptodon,2
Chordata,Actinopteri,Cordylancistrus,1
Chordata,Actinopteri,Coregonus,677
Chordata,Actinopteri,Coreius,4
Chordata,Actinopteri,Coreoperca,5
Chordata,Actinopteri,Corydoras,5
Chordata,Actinopteri,Corymbophanes,2
Chordata,Actinopteri,Coryphaena,11
Chordata,Actinopteri,Coryphaenoides,301
Chordata,Actinopteri,Corythoichthys,1
Chordata,Actinopteri,Cosmochilus,2
Chordata,Actinopteri,Cottocomephorus,1
Chordata,Actinopteri,Cottoperca,225
Chordata,Actinopteri,Cottus,2
Chordata,Actinopteri,Cranoglanis,1
Chordata,Actinopteri,Crapatalus,1
Chordata,Actinopteri,Craterocephalus,5
Chordata,Actinopteri,Creagrutus,1
Chordata,Actinopteri,Crenicichla,1
Chordata,Actinopteri,Crenuchus,9
Chordata,Actinopteri,Creocele,2
Chordata,Actinopteri,Creteuchiloglanis,1
Chordata,Actinopteri,Cromileptes,5
Chordata,Actinopteri,Cryodraco,4
Chordata,Actinopteri,Cryptocentrus,2
Chordata,Actinopteri,Cryptopsaras,4
Chordata,Actinopteri,Cryptotomus,1
Chordata,Actinopteri,Cteniloricaria,1
Chordata,Actinopteri,Ctenochromis,1
Chordata,Actinopteri,Ctenogobius,1
Chordata,Actinopteri,Ctenolabrus,3
Chordata,Actinopteri,Ctenopharyngodon,207
Chordata,Actinopteri,Ctenopoma,3
Chordata,Actinopteri,Culter,21
Chordata,Actinopteri,Cyanocharax,3
Chordata,Actinopteri,Cyclocheilichthys,5
Chordata,Actinopteri,Cyclopterus,228
Chordata,Actinopteri,Cyclothone,4
Chordata,Actinopteri,Cymatogaster,1
Chordata,Actinopteri,Cynoglossus,258
Chordata,Actinopteri,Cyphotilapia,2
Chordata,Actinopteri,Cyprichromis,1
Chordata,Actinopteri,Cyprinodon,678
Chordata,Actinopteri,Cyprinus,337
Chordata,Actinopteri,Dallia,63
Chordata,Actinopteri,Danio,238
Chordata,Actinopteri,Danionella,242
Chordata,Actinopteri,Dasyscopelus,6
Chordata,Actinopteri,Datnioides,2
Chordata,Actinopteri,Decapterus,16
Chordata,Actinopteri,Deltistes,12
Chordata,Actinopteri,Dendrophysa,2
Chordata,Actinopteri,Dentex,98
Chordata,Actinopteri,Denticeps,230
Chordata,Actinopteri,Desmopuntius,1
Chordata,Actinopteri,Deuterodon,10
Chordata,Actinopteri,Devario,12
Chordata,Actinopteri,Deveximentum,7
Chordata,Actinopteri,Dianema,1
Chordata,Actinopteri,Diaphus,11
Chordata,Actinopteri,Dicentrarchus,166
Chordata,Actinopteri,Dimidiochromis,1
Chordata,Actinopteri,Diodon,1
Chordata,Actinopteri,Diogenichthys,1
Chordata,Actinopteri,Diplodus,13
Chordata,Actinopteri,Diplotaxodon,1
Chordata,Actinopteri,Diretmus,1
Chordata,Actinopteri,Dischistodus,1
Chordata,Actinopteri,Dissostichus,239
Chordata,Actinopteri,Distichodus,20
Chordata,Actinopteri,Dolichancistrus,2
Chordata,Actinopteri,Dolloidraco,1
Chordata,Actinopteri,Dormitator,6
Chordata,Actinopteri,Doryrhamphus,5
Chordata,Actinopteri,Drepane,2
Chordata,Actinopteri,Duringlanis,3
Chordata,Actinopteri,Dussumieria,2
Chordata,Actinopteri,Dysalotus,2
Chordata,Actinopteri,Echeneis,230
Chordata,Actinopteri,Echiichthys,3
Chordata,Actinopteri,Ecsenius,2
Chordata,Actinopteri,Elassoma,95
Chordata,Actinopteri,Electrona,4
Chordata,Actinopteri,Electrophorus,233
Chordata,Actinopteri,Eleginops,11
Chordata,Actinopteri,Eleginus,7
Chordata,Actinopteri,Eleotris,2
Chordata,Actinopteri,Eleutheronema,9
Chordata,Actinopteri,Ellochelon,1
Chordata,Actinopteri,Ellopostoma,2
Chordata,Actinopteri,Elopichthys,2
Chordata,Actinopteri,Embiotoca,3
Chordata,Actinopteri,Empetrichthys,1
Chordata,Actinopteri,Encrasicholina,5
Chordata,Actinopteri,Engraulis,10
Chordata,Actinopteri,Engraulisoma,1
Chordata,Actinopteri,Entelurus,2
Chordata,Actinopteri,Enteromius,1
Chordata,Actinopteri,Entomocorus,1
Chordata,Actinopteri,Epinephelus,582
Chordata,Actinopteri,Epiplatys,26
Chordata,Actinopteri,Equulites,1
Chordata,Actinopteri,Eremophilus,1
Chordata,Actinopteri,Erilepis,2
Chordata,Actinopteri,Ernstichthys,1
Chordata,Actinopteri,Erythrinus,1
Chordata,Actinopteri,Escualosa,1
Chordata,Actinopteri,Esomus,3
Chordata,Actinopteri,Esox,233
Chordata,Actinopteri,Etheostoma,509
Chordata,Actinopteri,Etroplus,101
Chordata,Actinopteri,Euchiloglanis,2
Chordata,Actinopteri,Eumicrotremus,6
Chordata,Actinopteri,Eutrigla,1
Chordata,Actinopteri,Evermannella,1
Chordata,Actinopteri,Evermannia,1
Chordata,Actinopteri,Eviota,1
Chordata,Actinopteri,Evorthodus,1
Chordata,Actinopteri,Exastilithoxus,1
Chordata,Actinopteri,Exodon,1
Chordata,Actinopteri,Exoglossum,16
Chordata,Actinopteri,Facciolella,2
Chordata,Actinopteri,Ferrarissoaresia,1
Chordata,Actinopteri,Fodiator,1
Chordata,Actinopteri,Folifer,2
Chordata,Actinopteri,Formosania,1
Chordata,Actinopteri,Franciscodoras,4
Chordata,Actinopteri,Fundulopanchax,3
Chordata,Actinopteri,Fundulus,351
Chordata,Actinopteri,Fusigobius,1
Chordata,Actinopteri,Gadella,1
Chordata,Actinopteri,Gadiculus,4
Chordata,Actinopteri,Gadopsis,5
Chordata,Actinopteri,Gadus,246
Chordata,Actinopteri,Galaxias,30
Chordata,Actinopteri,Gambusia,241
Chordata,Actinopteri,Garra,30
Chordata,Actinopteri,Gasterosteus,336
Chordata,Actinopteri,Gazza,17
Chordata,Actinopteri,Gelanoglanis,2
Chordata,Actinopteri,Genidens,2
Chordata,Actinopteri,Geophagus,3
Chordata,Actinopteri,Gephyromochlus,1
Chordata,Actinopteri,Gerres,5
Chordata,Actinopteri,Gilchristella,1
Chordata,Actinopteri,Gillichthys,93
Chordata,Actinopteri,Girella,10
Chordata,Actinopteri,Glaphyropoma,1
Chordata,Actinopteri,Glossanodon,1
Chordata,Actinopteri,Glossogobius,2
Chordata,Actinopteri,Glossolepis,2
Chordata,Actinopteri,Glyptosternon,5
Chordata,Actinopteri,Glyptothorax,6
Chordata,Actinopteri,Gnathochromis,2
Chordata,Actinopteri,Gobiesox,2
Chordata,Actinopteri,Gobio,1
Chordata,Actinopteri,Gobiocypris,124
Chordata,Actinopteri,Gobionotothen,1
Chordata,Actinopteri,Gobiosoma,3
Chordata,Actinopteri,Gobius,167
Chordata,Actinopteri,Gobiusculus,2
Chordata,Actinopteri,Goodea,80
Chordata,Actinopteri,Gouania,227
Chordata,Actinopteri,Grundulus,1
Chordata,Actinopteri,Guentherus,2
Chordata,Actinopteri,Gymnachirus,1
Chordata,Actinopteri,Gymnarchus,5
Chordata,Actinopteri,Gymnocephalus,77
Chordata,Actinopteri,Gymnocypris,19
Chordata,Actinopteri,Gymnodraco,228
Chordata,Actinopteri,Gymnogeophagus,1
Chordata,Actinopteri,Gymnogobius,16
Chordata,Actinopteri,Gymnorhamphichthys,4
Chordata,Actinopteri,Gymnothorax,1
Chordata,Actinopteri,Gymnotus,3
Chordata,Actinopteri,Halichoeres,6
Chordata,Actinopteri,Halidesmus,1
Chordata,Actinopteri,Halieutichthys,1
Chordata,Actinopteri,Halobatrachus,4
Chordata,Actinopteri,Hampala,7
Chordata,Actinopteri,Haplochromis,226
Chordata,Actinopteri,Harpagifer,25
Chordata,Actinopteri,Harttia,3
Chordata,Actinopteri,Helicolenus,1
Chordata,Actinopteri,Helostoma,1
Chordata,Actinopteri,Hemiancistrus,1
Chordata,Actinopteri,Hemibagrus,225
Chordata,Actinopteri,Hemibarbus,16
Chordata,Actinopteri,Hemicaranx,1
Chordata,Actinopteri,Hemidoras,1
Chordata,Actinopteri,Hemigymnus,1
Chordata,Actinopteri,Hemiramphus,1
Chordata,Actinopteri,Hemitripterus,2
Chordata,Actinopteri,Heniochus,1
Chordata,Actinopteri,Heptapterus,3
Chordata,Actinopteri,Heterandria,28
Chordata,Actinopteri,Heteropneustes,90
Chordata,Actinopteri,Heterotis,2
Chordata,Actinopteri,Hexagrammos,27
Chordata,Actinopteri,Hexanematichthys,1
Chordata,Actinopteri,Himantolophus,3
Chordata,Actinopteri,Hiodon,1
Chordata,Actinopteri,Hippichthys,1
Chordata,Actinopteri,Hippocampus,258
Chordata,Actinopteri,Hippoglossoides,1
Chordata,Actinopteri,Hippoglossus,618
Chordata,Actinopteri,Histrio,5
Chordata,Actinopteri,Homodiaetus,1
Chordata,Actinopteri,Hopliancistrus,1
Chordata,Actinopteri,Hoplolatilus,2
Chordata,Actinopteri,Hoplosternum,1
Chordata,Actinopteri,Horabagrus,4
Chordata,Actinopteri,Hucho,161
Chordata,Actinopteri,Huso,10
Chordata,Actinopteri,Hypancistrus,1
Chordata,Actinopteri,Hyperlophus,1
Chordata,Actinopteri,Hyphessobrycon,1
Chordata,Actinopteri,Hypomesus,6
Chordata,Actinopteri,Hypophthalmichthys,300
Chordata,Actinopteri,Hypophthalmus,2
Chordata,Actinopteri,Hypoplectrus,1
Chordata,Actinopteri,Hyporhamphus,6
Chordata,Actinopteri,Hypselecara,1
Chordata,Actinopteri,Hypsolebias,1
Chordata,Actinopteri,Hypsopsetta,1
Chordata,Actinopteri,Iberochondrostoma,28
Chordata,Actinopteri,Icelinus,4
Chordata,Actinopteri,Ichthyococcus,3
Chordata,Actinopteri,Ictalurus,328
Chordata,Actinopteri,Idiacanthus,1
Chordata,Actinopteri,Iguanodectes,1
Chordata,Actinopteri,Ilisha,4
Chordata,Actinopteri,Ilypnus,1
Chordata,Actinopteri,Indostomus,7
Chordata,Actinopteri,Inpaichthys,1
Chordata,Actinopteri,Inu,4
Chordata,Actinopteri,Ipnops,1
Chordata,Actinopteri,Iriatherina,4
Chordata,Actinopteri,Iso,1
Chordata,Actinopteri,Isopsetta,3
Chordata,Actinopteri,Istiophorus,7
Chordata,Actinopteri,Ituglanis,1
Chordata,Actinopteri,Jaydia,2
Chordata,Actinopteri,Jenkinsia,2
Chordata,Actinopteri,Jenynsia,35
Chordata,Actinopteri,Johnius,3
Chordata,Actinopteri,Johnrandallia,1
Chordata,Actinopteri,Kalyptatherina,1
Chordata,Actinopteri,Katsuwonus,1
Chordata,Actinopteri,Kaupichthys,1
Chordata,Actinopteri,Kestratherina,5
Chordata,Actinopteri,Kiunga,4
Chordata,Actinopteri,Kneria,1
Chordata,Actinopteri,Kolpotocheirodon,1
Chordata,Actinopteri,Koreocobitis,1
Chordata,Actinopteri,Kraemeria,2
Chordata,Actinopteri,Krobia,2
Chordata,Actinopteri,Kronichthys,1
Chordata,Actinopteri,Kryptolebias,245
Chordata,Actinopteri,Kryptopterus,1
Chordata,Actinopteri,Kyphosus,11
Chordata,Actinopteri,Labeo,409
Chordata,Actinopteri,Labidesthes,1
Chordata,Actinopteri,Labroides,4
Chordata,Actinopteri,Labrus,233
Chordata,Actinopteri,Laemonema,1
Chordata,Actinopteri,Laetacara,1
Chordata,Actinopteri,Lagocephalus,3
Chordata,Actinopteri,Lagodon,4
Chordata,Actinopteri,Laimosemion,9
Chordata,Actinopteri,Lamontichthys,1
Chordata,Actinopteri,Lampadena,10
Chordata,Actinopteri,Lampanyctus,4
Chordata,Actinopteri,Lampris,1
Chordata,Actinopteri,Lamprogrammus,1
Chordata,Actinopteri,Lamprologus,3
Chordata,Actinopteri,Larimichthys,255
Chordata,Actinopteri,Lasiancistrus,1
Chordata,Actinopteri,Lateolabrax,84
Chordata,Actinopteri,Lates,227
Chordata,Actinopteri,Latris,15
Chordata,Actinopteri,Leiocassis,140
Chordata,Actinopteri,Leiognathus,13
Chordata,Actinopteri,Lepidogalaxias,2
Chordata,Actinopteri,Lepidophanes,2
Chordata,Actinopteri,Lepidopsetta,1
Chordata,Actinopteri,Lepidotrigla,1
Chordata,Actinopteri,Lepisosteus,278
Chordata,Actinopteri,Lepomis,137
Chordata,Actinopteri,Leporellus,1
Chordata,Actinopteri,Leporinus,3
Chordata,Actinopteri,Leptoancistrus,2
Chordata,Actinopteri,Leptobarbus,1
Chordata,Actinopteri,Leptocypris,4
Chordata,Actinopteri,Leptodoras,1
Chordata,Actinopteri,Leptoichthys,2
Chordata,Actinopteri,Leptomelanosoma,3
Chordata,Actinopteri,Leuciscus,3
Chordata,Actinopteri,Leucopsarion,5
Chordata,Actinopteri,Limanda,3
Chordata,Actinopteri,Limatulichthys,1
Chordata,Actinopteri,Limbochromis,1
Chordata,Actinopteri,Lindbergichthys,1
Chordata,Actinopteri,Liosomadoras,1
Chordata,Actinopteri,Liparis,241
Chordata,Actinopteri,Lipolagus,1
Chordata,Actinopteri,Lipopterichthys,1
Chordata,Actinopteri,Listrura,1
Chordata,Actinopteri,Lithodoras,1
Chordata,Actinopteri,Lithogenes,2
Chordata,Actinopteri,Lithoxus,1
Chordata,Actinopteri,Lobianchia,1
Chordata,Actinopteri,Lophiomus,1
Chordata,Actinopteri,Lophius,3
Chordata,Actinopteri,Lota,1
Chordata,Actinopteri,Lucifuga,242
Chordata,Actinopteri,Lucigadus,1
Chordata,Actinopteri,Luciobrama,2
Chordata,Actinopteri,Luciogobius,4
Chordata,Actinopteri,Luciosoma,1
Chordata,Actinopteri,Lutjanus,87
Chordata,Actinopteri,Lycodes,6
Chordata,Actinopteri,Lycodichthys,7
Chordata,Actinopteri,Lythrurus,24
Chordata,Actinopteri,Maccullochella,5
Chordata,Actinopteri,Macquaria,2
Chordata,Actinopteri,Macrodon,1
Chordata,Actinopteri,Macrognathus,2
Chordata,Actinopteri,Macruronus,1
Chordata,Actinopteri,Makaira,1
Chordata,Actinopteri,Malacoctenus,1
Chordata,Actinopteri,Mallotus,2
Chordata,Actinopteri,Mancopsetta,3
Chordata,Actinopteri,Marilyna,4
Chordata,Actinopteri,Marosatherina,4
Chordata,Actinopteri,Mastacembelus,229
Chordata,Actinopteri,Maurolicus,7
Chordata,Actinopteri,Maylandia,207
Chordata,Actinopteri,Megalancistrus,1
Chordata,Actinopteri,Megalaspis,1
Chordata,Actinopteri,Megalobrama,38
Chordata,Actinopteri,Megalops,505
Chordata,Actinopteri,Melanocetus,3
Chordata,Actinopteri,Melanogrammus,11
Chordata,Actinopteri,Melanorhinus,1
Chordata,Actinopteri,Melanotaenia,267
Chordata,Actinopteri,Mene,1
Chordata,Actinopteri,Menidia,286
Chordata,Actinopteri,Menticirrhus,4
Chordata,Actinopteri,Merluccius,61
Chordata,Actinopteri,Mesonauta,3
Chordata,Actinopteri,Metelectrona,5
Chordata,Actinopteri,Metynnis,3
Chordata,Actinopteri,Microcanthus,1
Chordata,Actinopteri,Microchirus,1
Chordata,Actinopteri,Microgadus,1
Chordata,Actinopteri,Micromoema,1
Chordata,Actinopteri,Micropercops,2
Chordata,Actinopteri,Micropterus,271
Chordata,Actinopteri,Miichthys,28
Chordata,Actinopteri,Minimugil,1
Chordata,Actinopteri,Misgurnus,54
Chordata,Actinopteri,Moenkhausia,27
Chordata,Actinopteri,Monacanthus,3
Chordata,Actinopteri,Monocentris,3
Chordata,Actinopteri,Monodactylus,1
Chordata,Actinopteri,Monolene,1
Chordata,Actinopteri,Monopterus,232
Chordata,Actinopteri,Moolgarda,1
Chordata,Actinopteri,Mora,2
Chordata,Actinopteri,Moringua,2
Chordata,Actinopteri,Morone,234
Chordata,Actinopteri,Mugil,306
Chordata,Actinopteri,Mugilogobius,17
Chordata,Actinopteri,Mulloidichthys,1
Chordata,Actinopteri,Mullus,31
Chordata,Actinopteri,Muraenesox,1
Chordata,Actinopteri,Mycteroperca,8
Chordata,Actinopteri,Myctophum,23
Chordata,Actinopteri,Myleus,1
Chordata,Actinopteri,Mylopharyngodon,47
Chordata,Actinopteri,Myloplus,1
Chordata,Actinopteri,Myomyrus,1
Chordata,Actinopteri,Myoxocephalus,7
Chordata,Actinopteri,Myripristis,230
Chordata,Actinopteri,Mystus,3
Chordata,Actinopteri,Myxocyprinus,1
Chordata,Actinopteri,Nandopsis,1
Chordata,Actinopteri,Nandus,1
Chordata,Actinopteri,Nannacara,2
Chordata,Actinopteri,Nannobrachium,1
Chordata,Actinopteri,Nannostomus,1
Chordata,Actinopteri,Nanochromis,3
Chordata,Actinopteri,Naso,4
Chordata,Actinopteri,Nelusetta,1
Chordata,Actinopteri,Nematistius,1
Chordata,Actinopteri,Nematolebias,230
Chordata,Actinopteri,Nemipterus,1
Chordata,Actinopteri,Neoachiropsetta,3
Chordata,Actinopteri,Neobathyclupea,1
Chordata,Actinopteri,Neobythites,11
Chordata,Actinopteri,Neoclinus,1
Chordata,Actinopteri,Neocyema,1
Chordata,Actinopteri,Neocyttus,1
Chordata,Actinopteri,Neogobius,2
Chordata,Actinopteri,Neolamprologus,239
Chordata,Actinopteri,Neolebias,1
